"","data.circle","data.time_span","data.color"
"1","bottom-left",6824.69474,"Red"
"2","bottom-right",2457.0713,"Blue"
"3","center",14707.1801,"Orange"
"4","none",18004.34286,"white"
"5","top-left",6552.386865,"Green"
"6","top-right",5975.81973,"Yellow"
