"","data.circle","data.time_span","data.color"
"1","bottom-left",4546.88744,"Yellow"
"2","bottom-right",7360.07897,"Red"
"3","center",11166.43034,"Orange"
"4","none",12650.93417,"white"
"5","top-left",8000.03729,"Blue"
"6","top-right",10200.798659,"Green"
