"","data.circle","data.time_span","data.color"
"1","bottom-left",6704.081752,"Red"
"2","bottom-right",6217.3774,"Orange"
"3","center",13856.66763,"Yellow"
"4","none",15393.61701,"white"
"5","top-left",4681.1543,"Green"
"6","top-right",7349.45755,"Blue"
