"","data.circle","data.time_span","data.color"
"1","bottom-left",5351.75665,"Red"
"2","bottom-right",2927.71057,"Orange"
"3","center",5423.5251749,"Blue"
"4","none",24808.17095,"white"
"5","top-left",3237.35299,"Green"
"6","top-right",9647.94555,"Yellow"
