"","data.circle","data.time_span","data.color"
"1","bottom-left",3533.63215,"Yellow"
"2","bottom-right",3256.22324,"Blue"
"3","center",13630.05243,"Red"
"4","none",17406.86864,"white"
"5","top-left",6521.28,"Green"
"6","top-right",5814.78733,"Orange"
