"","data.circle","data.time_span","data.color"
"1","bottom-left",6396.34796,"Red"
"2","bottom-right",7063.26511,"Green"
"3","center",11546.49239,"Orange"
"4","none",14370.29218,"white"
"5","top-left",9338.61873,"Yellow"
"6","top-right",5562.773167,"Blue"
