"","data.circle","data.time_span","data.color"
"1","bottom-left",4213.81993,"Red"
"2","bottom-right",7013.72888,"Orange"
"3","center",10880.84735,"Blue"
"4","none",10350.7035777,"white"
"5","top-left",8121.123172,"Yellow"
"6","top-right",13123.95432,"Green"
