"","data.circle","data.time_span","data.color"
"1","bottom-left",5747.21316,"Yellow"
"2","bottom-right",5266.78893,"Blue"
"3","center",19430.65409,"Green"
"4","none",12782.74864,"white"
"5","top-left",4661.90852,"Red"
"6","top-right",5611.37259,"Orange"
