"","data.circle","data.time_span","data.color"
"1","bottom-left",3102.93072,"Orange"
"2","bottom-right",4045.20691,"Blue"
"3","center",8984.02629,"Yellow"
"4","none",9336.07133,"white"
"5","top-left",12344.43816,"Red"
"6","top-right",16605.52127,"Green"
