"","data.circle","data.time_span","data.color"
"1","bottom-left",6613.124194,"Orange"
"2","bottom-right",3112.71215,"Red"
"3","center",12739.98132,"Blue"
"4","none",18243.35324,"white"
"5","top-left",9898.04217,"Green"
"6","top-right",6921.00935,"Yellow"
