"","data.circle","data.time_span","data.color"
"1","bottom-left",4656.672775,"Red"
"2","bottom-right",8266.00485,"Yellow"
"3","center",8809.05276,"Green"
"4","none",10997.918213,"white"
"5","top-left",7241.00409,"Blue"
"6","top-right",14449.26911,"Orange"
