"","data.circle","data.time_span","data.color"
"1","bottom-left",3187.55775,"Yellow"
"2","bottom-right",3637.33466,"Orange"
"3","center",16193.05674,"Green"
"4","none",8460.783879,"white"
"5","top-left",10194.62794,"Red"
"6","top-right",12792.19434,"Blue"
