"","data.circle","data.time_span","data.color"
"1","bottom-left",1768.61854,"Blue"
"2","bottom-right",2732.01376,"Green"
"3","center",18654.77341,"Orange"
"4","none",16754.88345,"white"
"5","top-left",3918.99264,"Yellow"
"6","top-right",10490.69304,"Red"
