"","data.circle","data.time_span","data.color"
"1","bottom-left",2315.12219,"Blue"
"2","bottom-right",8042.01657,"Yellow"
"3","center",12741.80075,"Orange"
"4","none",17182.30422,"white"
"5","top-left",4458.28862,"Green"
"6","top-right",9649.99544,"Red"
