"","data.circle","data.time_span","data.color"
"1","bottom-left",4425.71,"Orange"
"2","bottom-right",4598.34679,"Blue"
"3","center",14315.81604,"Green"
"4","none",16503.64322,"white"
"5","top-left",3259.18189,"Yellow"
"6","top-right",7622.32587,"Red"
