"","data.circle","data.time_span","data.color"
"1","bottom-left",5098.57054,"Green"
"2","bottom-right",3412.17243,"Yellow"
"3","center",17414.954022,"Red"
"4","none",15198.19072,"white"
"5","top-left",3214.77328,"Blue"
"6","top-right",9027.8534,"Orange"
