"","data.circle","data.time_span","data.color"
"1","bottom-left",3681.18,"Green"
"2","bottom-right",9166.04936,"Yellow"
"3","center",17706.65059,"Blue"
"4","none",7391.34277,"white"
"5","top-left",4617.92602,"Red"
"6","top-right",11843.359381,"Orange"
