"","data.circle","data.time_span","data.color"
"1","bottom-left",3560.54159,"Blue"
"2","bottom-right",6892.36085,"Yellow"
"3","center",11317.95688,"Red"
"4","none",19888.144763,"white"
"5","top-left",4513.69639,"Green"
"6","top-right",8269.42113,"Orange"
