"","data.circle","data.time_span","data.color"
"1","bottom-left",3547.08657,"Orange"
"2","bottom-right",7836.58957,"Blue"
"3","center",15686.42971,"Green"
"4","none",9497.97459,"white"
"5","top-left",10437.953998,"Red"
"6","top-right",7277.48571,"Yellow"
