"","data.circle","data.time_span","data.color"
"1","bottom-left",5044.20093,"Yellow"
"2","bottom-right",9713.305042,"Blue"
"3","center",12773.376,"Green"
"4","none",16561.777744,"white"
"5","top-left",4352.32563,"Orange"
"6","top-right",9258.99605,"Red"
