603,212 (1.66128e+008) 
603,214 (19.3191) 
603,215 (19.0538) 
602,218 (18.1342) 
603,224 (14.5537) 
607,216 (15.6321) 
609,215 (15.3916) 
609,216 (11.8337) 
608,217 (12.6521) 
608,214 (25.8973) 
606,215 (10.9085) 
601,220 (21.4406) 
584,234 (22.587) 
468,269 (22.0685) 
432,282 (18.4034) 
424,284 (19.48) 
368,302 (18.8713) 
370,299 (50.2764) 
370,300 (19.3834) 
367,297 (20.2925) 
363,296 (21.973) 
363,297 (46.1178) 
369,298 (1.18578) 
370,296 (10.823) 
370,301 (26.0704) 
374,304 (5.6979) 
376,305 (23.7197) 
374,304 (22.2762) 
375,303 (19.2773) 
378,302 (18.8067) 
350,321 (19.0166) 
323,343 (14.6603) 
358,318 (16.0359) 
354,339 (47.3332) 
366,341 (57.6769) 
458,169 (83.5852) 
405,239 (34.1655) 
403,262 (48.1465) 
390,253 (13.6672) 
350,268 (43.5935) 
318,317 (9.0321) 
331,367 (9.87228) 
305,308 (10.0265) 
323,299 (6.90703) 
307,342 (21.1454) 
304,351 (19.852) 
291,367 (34.0127) 
283,371 (47.2162) 
290,364 (12.8619) 
293,361 (9.73767) 
320,391 (10.104) 
315,386 (9.52139) 
319,391 (23.3298) 
325,400 (27.8807) 
326,401 (29.0795) 
334,409 (14.3837) 
335,407 (25.4008) 
319,316 (10.2546) 
310,310 (23.9437) 
298,313 (18.6432) 
260,328 (45.226) 
225,351 (25.6475) 
276,317 (9.6029) 
286,319 (22.6022) 
295,333 (22.5601) 
304,326 (18.7333) 
303,327 (19.6047) 
310,348 (50.3619) 
301,354 (19.7871) 
291,349 (34.5025) 
300,302 (19.6857) 
313,299 (29.7636) 
344,303 (14.3006) 
351,302 (25.3074) 
332,303 (8.11321) 
252,322 (21.6971) 
256,320 (20.3271) 
266,315 (33.4705) 
260,319 (16.8887) 
298,319 (48.1399) 
302,335 (10.7525) 
306,344 (11.7911) 
283,345 (11.3642) 
245,347 (7.67721) 
259,333 (24.5888) 
233,398 (6.40804) 
211,435 (36.0826) 
135,499 (49.7535) 
127,506 (16.8826) 
107,505 (30.3219) 
92,501 (15.7955) 
54,506 (19.944) 
43,506 (16.458) 
47,498 (14.574) 
125,484 (26.7278) 
105,484 (8.72154) 
74,494 (6.43899) 
88,475 (22.7613) 
93,477 (22.4087) 
119,490 (17.4195) 
173,467 (18.3521) 
176,472 (19.3355) 
145,509 (15.9385) 
151,510 (31.9959) 
171,532 (11.6795) 
175,523 (27.7048) 
144,485 (25.0505) 
137,477 (13.7113) 
137,488 (29.1614) 
123,487 (38.8984) 
102,484 (21.0251) 
83,487 (16.7779) 
69,482 (17.2413) 
98,442 (17.6744) 
112,403 (30.3944) 
117,377 (13.9867) 
168,255 (28.543) 
166,254 (11.0905) 
162,246 (24.4623) 
146,210 (7.81035) 
136,202 (37.372) 
136,212 (20.8484) 
132,235 (51.1638) 
132,231 (15.9887) 
124,246 (16.2674) 
139,229 (15.2879) 
108,252 (11.7925) 
116,238 (12.4988) 
120,234 (11.9752) 
148,218 (25.6361) 
147,215 (41.2875) 
156,212 (13.48) 
130,209 (27.0977) 
133,215 (13.1468) 
131,225 (27.7442) 
139,243 (14.7496) 
147,248 (18.488) 
156,243 (15.4511) 
163,255 (28.4362) 
161,260 (10.7541) 
162,253 (7.21211) 
141,275 (24.3132) 
