314,330 (1.72331e+008) 
318,328 (12.01) 
323,325 (10.1572) 
350,302 (10.1305) 
360,295 (9.15787) 
364,285 (7.91666) 
357,281 (41.1634) 
346,284 (6.16749) 
363,280 (21.6738) 
362,288 (20.5083) 
359,293 (18.8736) 
369,289 (16.6548) 
374,290 (17.6703) 
373,291 (16.4398) 
374,290 (14.5533) 
369,287 (29.6681) 
353,287 (10.6111) 
340,287 (11.5368) 
323,292 (8.59694) 
304,301 (8.51724) 
294,301 (6.81587) 
286,305 (21.1038) 
286,305 (20.9741) 
287,308 (20.3585) 
285,303 (35.9019) 
286,301 (19.3137) 
293,297 (15.2196) 
295,296 (14.8162) 
306,300 (13.8093) 
300,306 (12.1263) 
307,307 (11.7883) 
327,305 (10.9538) 
319,304 (9.48977) 
304,287 (24.6987) 
307,293 (5.86577) 
310,293 (21.4859) 
303,289 (20.4131) 
302,289 (19.1629) 
294,289 (18.8189) 
295,296 (32.1637) 
301,298 (16.1191) 
294,304 (30.6353) 
290,301 (12.4964) 
282,301 (25.7783) 
270,287 (9.76106) 
258,275 (8.04429) 
248,263 (6.72439) 
253,270 (22.8157) 
254,269 (52.5021) 
267,296 (32.4797) 
265,312 (16.2169) 
267,309 (16.0838) 
268,310 (13.6455) 
270,308 (13.4008) 
282,290 (12.4273) 
275,287 (11.0877) 
243,217 (27.8944) 
264,250 (7.68265) 
291,292 (23.1856) 
288,289 (22.215) 
296,302 (20.7356) 
299,312 (21.4749) 
296,310 (19.1419) 
295,309 (19.0203) 
293,304 (18.7815) 
296,309 (31.8008) 
295,305 (14.2367) 
293,303 (13.1285) 
289,299 (11.6097) 
278,291 (11.1037) 
259,272 (10.0579) 
214,271 (8.6794) 
213,260 (8.51972) 
203,256 (8.21464) 
191,246 (23.7533) 
142,176 (20.7112) 
147,190 (18.6147) 
142,191 (31.1508) 
169,221 (3.41497) 
165,223 (15.6083) 
166,226 (16.0156) 
167,228 (15.6161) 
170,222 (13.4361) 
161,201 (28.5497) 
162,204 (11.2225) 
160,190 (11.1758) 
159,189 (8.2218) 
158,177 (7.2282) 
154,173 (22.1687) 
152,175 (21.3073) 
150,183 (20.4262) 
147,186 (20.0967) 
143,188 (34.2284) 
142,192 (16.4838) 
144,193 (15.3478) 
149,170 (13.9137) 
146,162 (13.311) 
137,164 (12.3704) 
132,164 (11.0556) 
121,164 (10.8156) 
117,160 (10.333) 
136,162 (24.4014) 
132,160 (6.2664) 
136,164 (20.8524) 
131,159 (20.6384) 
129,158 (19.4699) 
113,145 (17.9884) 
105,138 (17.366) 
117,153 (16.6486) 
114,152 (15.6747) 
117,156 (30.7724) 
116,156 (11.7599) 
127,166 (11.1674) 
128,170 (10.2345) 
131,177 (8.73888) 
130,176 (8.26231) 
132,176 (7.29693) 
137,169 (22.4838) 
137,170 (22.0787) 
137,165 (36.1697) 
140,161 (18.2968) 
137,164 (17.5598) 
135,162 (15.9004) 
129,162 (15.1745) 
136,175 (14.269) 
134,177 (12.7874) 
122,170 (12.8942) 
123,166 (12.0973) 
124,167 (26.9988) 
125,161 (8.55284) 
133,166 (8.41968) 
148,164 (6.35095) 
147,163 (21.4138) 
144,163 (19.9412) 
137,159 (19.5848) 
139,158 (19.1211) 
137,158 (17.442) 
138,148 (32.3734) 
137,148 (13.9458) 
143,154 (13.3401) 
142,152 (12.4752) 
140,154 (11.6257) 
133,146 (10.3469) 
138,151 (10.3211) 
135,149 (8.27203) 
138,157 (8.35269) 
143,159 (23.6609) 
142,159 (20.5097) 
148,163 (21.2605) 
145,162 (18.3771) 
142,158 (18.4065) 
138,157 (16.4879) 
123,150 (15.1102) 
120,147 (15.9064) 
119,141 (14.3769) 
117,132 (30.1529) 
120,146 (12.3228) 
119,153 (9.1764) 
106,150 (10.3326) 
106,150 (7.40046) 
111,142 (21.9437) 
110,143 (21.5291) 
110,141 (21.2908) 
107,141 (19.5432) 
109,138 (34.8732) 
107,141 (15.8807) 
103,143 (15.1938) 
91,146 (14.2147) 
86,148 (12.651) 
82,145 (12.8151) 
81,138 (11.697) 
82,134 (9.98413) 
82,134 (10.0434) 
90,134 (24.1841) 
101,144 (6.28898) 
120,189 (22.5672) 
140,258 (20.5297) 
163,342 (19.7585) 
170,379 (18.5378) 
171,378 (16.7436) 
172,410 (16.9697) 
176,418 (16.2622) 
191,430 (30.8391) 
177,449 (12.2927) 
172,470 (10.7752) 
172,470 (10.2387) 
162,468 (9.25839) 
161,468 (7.67463) 
152,461 (23.3554) 
158,459 (22.5829) 
161,458 (21.1039) 
173,453 (37.2914) 
177,452 (18.0761) 
180,451 (17.5072) 
176,452 (16.688) 
164,446 (16.0541) 
149,450 (14.4032) 
126,448 (13.8124) 
113,453 (13.4932) 
116,459 (12.1909) 
119,463 (26.5257) 
113,471 (8.81662) 
116,472 (7.50099) 
114,460 (21.972) 
119,460 (21.4744) 
121,455 (20.6233) 
131,449 (18.8492) 
128,451 (18.8584) 
110,445 (18.1334) 
104,443 (32.839) 
99,434 (14.3105) 
97,431 (12.7165) 
113,439 (12.2972) 
118,441 (11.3742) 
119,436 (9.68908) 
131,433 (9.854) 
125,435 (9.04856) 
125,431 (7.76244) 
129,433 (39.8194) 
128,433 (20.892) 
123,439 (21.1287) 
121,435 (20.1967) 
121,439 (17.5327) 
123,437 (16.306) 
132,437 (15.8846) 
144,441 (14.1118) 
146,445 (14.3982) 
150,448 (29.2073) 
145,447 (10.3654) 
134,433 (11.0328) 
122,429 (7.91842) 
119,434 (25.1828) 
115,422 (6.41019) 
117,419 (21.0146) 
118,426 (21.2445) 
135,409 (20.7042) 
142,414 (34.6563) 
148,436 (16.4199) 
149,444 (14.7844) 
147,439 (15.114) 
153,445 (13.5161) 
152,439 (13.4244) 
150,434 (11.3741) 
143,437 (11.1875) 
143,443 (9.66956) 
139,436 (25.3027) 
134,429 (5.83173) 
121,423 (21.5707) 
120,420 (23.0254) 
116,416 (19.0494) 
118,415 (18.4227) 
119,420 (17.4334) 
117,426 (16.2768) 
117,434 (16.3314) 
120,447 (30.091) 
117,446 (12.2759) 
131,431 (11.2806) 
138,425 (9.87429) 
174,392 (9.46358) 
251,315 (8.13042) 
256,308 (6.92513) 
267,290 (23.847) 
273,278 (22.7696) 
304,232 (37.931) 
307,235 (18.1594) 
312,236 (16.884) 
315,236 (16.2646) 
314,236 (15.3133) 
319,238 (13.6979) 
326,240 (13.176) 
324,242 (12.8606) 
327,249 (11.5668) 
328,251 (27.0503) 
