300,262 (8.44822e+007) 
300,257 (11.5764) 
288,349 (34.3004) 
305,322 (16.7016) 
299,335 (15.8321) 
339,242 (14.2184) 
340,243 (14.3272) 
316,210 (13.8571) 
301,209 (11.5604) 
298,204 (19.0219) 
274,189 (18.0556) 
266,189 (33.442) 
254,184 (15.9549) 
258,202 (13.441) 
265,226 (13.5101) 
271,219 (13.2624) 
279,235 (26.8706) 
270,205 (17.992) 
206,283 (47.3367) 
211,287 (28.0336) 
217,273 (11.3274) 
216,248 (17.5973) 
182,213 (17.8982) 
159,204 (16.6639) 
208,146 (29.451) 
179,98 (27.9308) 
172,97 (33.6789) 
139,141 (15.96) 
151,156 (32.3544) 
156,161 (13.1515) 
199,103 (27.9709) 
179,149 (48.7022) 
152,195 (46.3172) 
163,179 (12.7009) 
157,126 (26.7774) 
151,119 (16.7561) 
140,142 (32.6335) 
143,149 (44.9963) 
152,176 (42.5201) 
152,182 (15.7765) 
149,201 (75.695) 
150,196 (18.5877) 
143,147 (33.7988) 
149,122 (16.4878) 
152,146 (29.5512) 
157,137 (42.6641) 
184,68 (17.4276) 
174,116 (34.4109) 
176,79 (14.8565) 
167,91 (28.6824) 
110,112 (10.2506) 
111,125 (34.5808) 
133,123 (15.6953) 
140,154 (15.5698) 
151,167 (14.8461) 
171,159 (13.7828) 
161,157 (13.7356) 
166,172 (12.8117) 
164,163 (9.80937) 
166,181 (48.0743) 
169,171 (29.6022) 
169,146 (12.2698) 
172,76 (12.1183) 
165,106 (12.0164) 
161,121 (8.88533) 
158,119 (31.7701) 
151,108 (44.5806) 
150,98 (56.6678) 
147,96 (31.3332) 
148,115 (12.7278) 
192,89 (41.8846) 
183,93 (33.0624) 
125,98 (15.6317) 
164,160 (30.7962) 
165,156 (11.755) 
161,161 (19.5572) 
155,165 (33.7466) 
153,166 (16.4404) 
147,159 (15.7423) 
146,154 (14.1355) 
143,146 (14.2042) 
149,143 (13.9688) 
159,139 (12.1528) 
171,152 (10.3197) 
171,147 (17.6062) 
176,152 (33.5927) 
180,150 (14.6451) 
172,147 (13.8025) 
169,143 (12.5715) 
173,151 (12.4011) 
188,162 (10.5433) 
191,171 (18.8318) 
192,166 (16.8109) 
187,141 (14.8294) 
192,158 (30.8172) 
192,146 (11.8696) 
193,144 (19.4037) 
198,141 (18.9464) 
203,137 (17.4524) 
210,130 (32.6584) 
204,149 (13.6809) 
202,155 (13.4532) 
180,116 (27.794) 
160,53 (18.2389) 
165,83 (17.6276) 
169,92 (16.4373) 
166,70 (31.9431) 
189,151 (13.0019) 
189,161 (13.6043) 
174,145 (11.7853) 
170,139 (48.725) 
163,151 (15.8734) 
154,130 (14.6505) 
152,88 (14.5516) 
142,49 (12.3494) 
141,48 (26.8185) 
140,53 (48.7486) 
139,49 (44.821) 
137,73 (42.7455) 
154,44 (16.0353) 
150,37 (46.0197) 
144,35 (12.2222) 
72,82 (12.3734) 
120,30 (10.3402) 
121,65 (34.0918) 
150,89 (30.3807) 
161,83 (13.5731) 
161,107 (28.3288) 
154,76 (10.795) 
157,89 (17.588) 
155,84 (16.5179) 
149,65 (16.2735) 
151,75 (30.0297) 
163,77 (12.7556) 
170,74 (44.0016) 
165,58 (38.844) 
165,57 (13.3094) 
83,88 (13.4752) 
86,112 (12.5586) 
116,115 (10.7683) 
115,114 (17.359) 
101,113 (46.4303) 
102,113 (13.8503) 
128,107 (12.9307) 
134,84 (11.9879) 
129,65 (19.8612) 
131,87 (32.3477) 
136,110 (15.6902) 
129,129 (30.4386) 
132,124 (12.8061) 
138,110 (26.5477) 
137,113 (18.4787) 
143,143 (17.1721) 
165,119 (30.6473) 
171,117 (12.4524) 
166,151 (28.648) 
159,195 (25.2012) 
160,192 (16.817) 
134,186 (31.8104) 
174,179 (14.8266) 
239,335 (11.4035) 
268,311 (19.4893) 
296,326 (33.7557) 
299,359 (16.4298) 
313,347 (15.5795) 
316,347 (14.26) 
345,345 (14.1042) 
334,341 (13.9556) 
339,337 (10.8853) 
357,342 (18.5794) 
372,339 (17.7791) 
357,326 (32.7631) 
358,324 (14.7316) 
350,319 (13.0653) 
340,312 (12.7653) 
340,309 (12.6762) 
340,307 (10.7841) 
332,299 (18.5778) 
325,296 (16.4548) 
313,288 (14.6093) 
249,322 (30.7621) 
255,319 (12.6638) 
301,311 (11.4987) 
297,305 (18.8413) 
293,302 (18.4019) 
291,306 (17.5918) 
297,302 (16.6337) 
281,293 (14.3977) 
272,284 (13.4418) 
301,307 (29.7998) 
295,316 (12.6275) 
293,310 (10.2765) 
294,305 (16.431) 
296,301 (16.4496) 
285,220 (15.9115) 
285,225 (13.4882) 
326,282 (12.4194) 
327,282 (11.732) 
328,282 (34.3803) 
333,296 (16.6849) 
328,296 (14.9249) 
323,299 (14.6027) 
326,307 (14.8421) 
331,324 (12.3277) 
326,323 (12.9541) 
315,308 (10.7759) 
315,314 (16.0746) 
311,317 (32.9288) 
312,317 (13.4727) 
302,315 (13.2818) 
297,317 (13.0666) 
306,322 (11.4289) 
310,311 (19.7884) 
315,279 (18.7589) 
319,246 (15.6351) 
319,245 (15.4789) 
316,242 (29.9185) 
315,242 (12.4258) 
315,254 (11.7431) 
302,282 (17.9049) 
294,308 (18.4042) 
293,307 (17.9307) 
297,320 (15.1114) 
297,319 (16.348) 
294,293 (13.6998) 
301,308 (28.3981) 
298,305 (10.7229) 
300,309 (17.3546) 
297,307 (17.4622) 
292,319 (16.4028) 
291,320 (14.3665) 
274,696 (194.543) 
217,732 (31.9021) 
217,732 (14.5865) 
311,371 (14.7489) 
213,416 (11.9677) 
215,408 (21.0443) 
271,322 (11.6577) 
274,329 (17.5663) 
274,320 (16.3546) 
291,296 (15.7455) 
350,239 (31.0472) 
359,210 (14.1011) 
359,198 (11.6128) 
359,162 (18.6128) 
358,154 (18.5494) 
359,164 (16.4092) 
355,174 (16.3359) 
353,174 (14.8052) 
366,213 (12.7095) 
370,221 (28.8187) 
319,194 (25.3535) 
319,203 (17.4774) 
306,248 (15.3984) 
265,273 (16.0478) 
266,270 (14.7579) 
238,286 (13.4504) 
210,305 (11.2619) 
176,340 (34.0261) 
204,316 (16.4038) 
215,317 (15.7472) 
171,285 (14.0813) 
226,287 (14.3429) 
224,274 (14.3218) 
176,275 (12.1573) 
189,268 (10.6625) 
191,266 (17.9083) 
216,252 (32.4501) 
227,233 (14.721) 
235,228 (13.0927) 
236,241 (12.6089) 
225,237 (12.832) 
201,254 (10.2881) 
202,259 (18.5463) 
211,251 (16.7803) 
220,257 (14.8223) 
227,259 (30.5509) 
215,281 (11.7248) 
216,324 (19.3397) 
230,304 (19.0488) 
260,281 (17.8289) 
269,267 (17.7527) 
265,238 (16.6273) 
258,212 (13.8282) 
260,211 (13.5791) 
272,237 (27.7206) 
262,200 (18.5658) 
269,216 (17.7796) 
277,240 (15.7644) 
270,264 (16.3595) 
