x, y, time_span
322,388,19.9741
314,386,19.2375
269,324,34.2061
299,345,16.7289
287,315,10.9207
241,271,21.8436
245,254,12.9813
244,245,8.45225
245,233,18.7246
251,223,18.3067
257,211,13.6656
248,213,33.9038
200,228,14.0893
201,233,15.2387
218,231,12.5773
221,228,6.98381
202,230,17.8883
212,222,16.7061
164,231,30.3336
158,231,44.6571
165,231,12.0557
169,231,24.7585
169,230,15.9518
198,217,29.5759
231,222,12.912
188,229,28.1107
180,231,10.6864
181,237,32.0261
175,235,14.9038
172,236,28.5975
168,233,11.976
180,233,50.1413
236,226,31.6375
198,223,13.718
175,218,27.8039
203,216,19.0143
191,222,32.7128
172,234,46.8794
198,217,13.5924
210,210,26.4347
217,208,17.5305
168,226,31.5578
171,226,14.7537
172,235,30.1029
186,232,12.4499
205,228,26.4066
229,226,16.627
215,229,30.866
229,227,14.1076
211,223,9.97847
181,223,35.9898
180,220,33.7375
174,224,16.1097
184,219,10.668
180,227,21.7038
174,230,12.8706
190,226,8.00113
191,225,18.9013
202,220,31.1111
188,226,16.8365
195,222,15.8891
194,222,9.6589
170,229,20.9111
165,234,12.1069
166,234,7.25286
165,233,17.828
163,232,17.4062
163,233,32.5531
177,230,14.8419
197,226,9.58932
188,227,20.4314
188,226,11.2393
206,225,14.2963
181,235,17.025
179,233,16.1358
184,228,12.1169
166,222,30.0975
177,223,7.98489
169,223,20.4311
186,222,10.0596
187,222,13.0738
170,224,15.8487
170,226,14.9402
178,225,11.5474
175,227,21.0659
209,221,24.7219
188,227,21.056
187,228,9.9857
196,228,13.6046
182,234,14.8348
171,238,14.2544
192,230,9.33488
178,233,19.7664
176,233,19.1457
166,238,34.116
165,238,17.2045
183,233,10.893
170,236,21.7162
183,234,12.661
178,234,26.7465
194,232,17.7298
199,230,14.0044
172,233,32.0932
126,241,29.4055
125,242,12.0424
115,243,25.5351
146,241,16.6608
190,235,11.9022
215,231,22.4205
212,233,44.7594
226,220,11.8843
183,236,32.656
177,239,15.7851
200,242,10.6916
194,244,22.013
197,245,12.5811
188,242,28.0582
180,240,11.1715
207,233,12.9058
197,233,16.0044
188,235,16.1205
192,234,10.5134
193,235,22.0187
186,239,13.1778
198,236,7.69639
200,237,34.0465
209,232,13.1963
187,237,15.4738
178,240,14.789
201,231,11.1409
188,235,19.6958
177,240,18.9575
195,234,13.9795
183,237,16.8361
193,232,28.6379
184,232,14.8427
182,233,14.3324
195,230,7.83184
184,234,18.8873
184,233,17.818
189,232,12.881
184,235,15.847
179,238,14.7829
171,244,30.0735
171,246,12.5607
184,241,7.21786
175,245,18.9246
171,244,18.3257
170,243,11.8235
169,240,23.2365
167,239,15.2898
167,238,9.72966
167,237,37.5034
198,228,8.7614
215,225,19.0227
194,231,16.4981
218,225,10.8708
178,236,21.8574
176,236,12.8428
174,236,7.93792
169,237,18.898
221,216,30.6647
205,223,16.9718
172,249,16.4375
203,229,9.9267
174,220,21.172
170,222,12.278
168,225,6.82444
165,230,18.0796
150,225,17.2215
156,219,32.3043
335,450,14.1155
411,480,32.6529
396,481,12.312
417,478,13.4571
413,474,14.0907
418,475,7.87289
414,474,18.4241
414,475,17.534
423,473,13.3403
428,472,15.4643
423,469,28.0564
428,464,15.8589
429,466,15.7604
431,471,11.3101
438,469,19.9655
430,465,16.6647
421,458,12.5424
420,447,14.8995
378,401,14.2039
369,399,32.3483
362,389,15.0049
333,364,9.68127
326,348,18.5086
332,348,17.2097
331,338,11.6684
331,337,22.3843
344,346,14.2413
341,350,9.57925
405,409,34.6117
420,424,14.2944
460,452,16.0506
482,470,15.0189
466,470,10.1829
472,479,20.5344
466,480,11.4433
470,487,15.4223
476,499,17.5125
479,500,29.1445
476,500,14.7455
475,500,14.6385
477,501,9.33922
476,501,19.9439
475,502,19.1633
453,518,14.1048
466,524,16.6702
470,523,15.458
482,519,30.5143
480,522,13.1418
475,506,8.68376
478,517,19.238
476,515,18.3115
479,511,13.2334
479,502,15.6131
480,499,14.4245
479,499,10.117
479,500,36.6215
481,504,8.28874
482,510,18.538
482,510,18.2116
479,514,12.3123
480,514,13.5254
472,517,13.4436
474,507,9.3371
467,503,20.3587
465,500,23.3172
464,494,17.1449
463,489,17.1357
465,491,11.3028
467,495,23.2888
466,496,12.739
462,500,8.29504
458,498,18.6162
432,481,17.6897
407,450,32.5762
378,408,15.0549
359,398,10.6546
350,384,21.8978
360,392,12.5706
359,385,7.2055
360,384,17.7935
363,388,16.4988
360,388,12.0998
364,389,30.5765
360,397,10.0628
362,403,20.5747
359,398,12.0353
360,393,6.11597
360,389,16.2177
358,384,16.0465
362,383,12.4489
363,385,13.7847
367,387,25.2107
366,386,18.032
363,385,18.2393
354,369,13.0795
325,391,14.4683
327,390,14.7675
334,388,10.1265
346,383,20.321
352,380,11.5066
362,384,34.5329
369,386,16.5639
366,385,12.2068
369,382,15.5218
357,368,13.8999
347,361,8.92873
327,348,19.2216
337,353,18.5218
320,338,14.3961
307,329,32.5734
308,329,11.9712
316,332,22.1726
316,330,13.9676
310,323,8.09493
308,326,18.3335
309,328,18.0593
309,326,13.0525
306,327,15.3643
306,325,27.1208
307,322,20.5336
313,322,12.2914
305,327,7.01181
311,324,17.844
311,325,16.4741
314,323,11.8326
312,318,22.2833
311,318,13.501
312,319,28.2677
311,317,10.3812
309,319,15.263
311,320,17.6602
312,325,16.5555
308,332,11.1095
308,333,21.3807
308,333,13.0178
309,332,8.00129
308,331,33.638
285,339,14.1196
287,339,14.9495
298,339,15.7606
298,336,10.0132
306,331,20.2826
307,327,11.4968
283,331,14.8326
298,328,17.4253
305,327,29.1861
304,331,15.0813
304,330,14.5368
291,334,9.15927
278,337,18.5913
281,335,18.8939
290,330,15.13
292,328,16.9478
294,326,15.4602
299,327,30.3463
299,327,12.6069
299,323,8.50679
306,320,19.8252
305,324,18.1803
303,331,12.9666
301,328,15.3887
302,330,14.7851
292,338,10.9493
280,356,36.545
250,380,7.90051
207,441,18.4714
192,474,18.7154
153,513,11.9772
136,543,22.0554
139,541,14.3602
134,548,8.82871
148,540,19.3269
125,541,31.0406
123,537,17.334
122,536,16.0697
120,538,11.3123
123,531,21.5971
126,527,13.6003
124,524,8.23996
132,517,18.4461
138,513,17.6526
149,500,32.1392
145,490,14.6384
133,495,10.3908
140,488,21.3834
144,488,11.936
143,481,14.7989
147,494,16.9956
151,485,16.3338
151,485,11.9006
151,482,38.5475
152,487,10.0971
364,251,53.6403
352,233,12.367
377,291,12.3489
386,288,13.7057
387,303,7.53279
387,306,12.1315
387,304,10.2851
381,308,31.78
379,296,43.908
380,292,20.2602
379,293,9.46792
395,269,16.7117
423,280,15.4833
422,277,45.8047
394,256,26.1103
394,250,16.2823
402,239,13.3583
413,240,13.7858
411,246,13.6975
410,245,43.8992
420,275,50.2676
414,261,29.0435
391,225,12.2295
373,205,8.83891
400,249,18.099
393,245,17.3535
408,246,14.7724
405,268,44.2428
449,285,27.1644
489,287,52.6457
471,291,10.9905
439,294,23.2109
439,278,9.55883
450,292,43.3702
439,289,16.3623
419,261,17.8256
445,224,16.2949
432,236,45.5908
449,247,42.4547
411,261,31.7987
395,275,15.2237
423,265,11.4782
415,224,36.5303
428,235,10.1118
419,248,19.0208
417,224,46.8875
412,248,14.3228
396,185,27.8707
435,229,19.3805
419,203,33.8303
463,204,16.835
462,204,30.9274
459,207,13.1588
435,246,10.1655
420,280,18.9501
428,294,31.0235
417,279,16.3816
417,273,15.9465
436,249,45.729
456,247,41.1377
437,291,31.6295
444,282,14.8099
392,308,73.1119
405,301,17.4876
421,292,29.2112
419,281,11.8109
419,277,34.6084
421,270,17.9433
415,268,34.4279
403,283,16.1565
409,280,44.9191
414,280,10.4749
397,285,19.0396
406,272,18.2911
417,279,15.9653
423,279,31.2136
415,273,10.6658
425,274,20.5494
440,302,11.3172
449,313,15.833
424,285,17.401
430,280,17.143
430,284,13.601
419,274,15.4564
415,271,43.0229
434,270,18.078
426,270,14.8931
421,280,16.2135
416,278,15.3234
420,291,12.2365
439,313,13.5556
443,302,13.1898
444,311,27.1688
439,303,17.2399
433,301,31.1403
448,293,13.9589
444,287,28.4143
436,284,12.0464
429,276,9.27374
432,261,33.3119
424,259,30.2282
422,262,12.827
427,256,10.0309
431,266,19.5266
433,260,18.4471
434,270,32.9906
425,281,45.0211
428,293,12.0595
425,294,9.30057
427,292,33.2121
429,272,31.5072
430,275,15.5673
419,241,30.0322
429,263,11.4139
427,259,33.4626
438,276,15.6244
433,265,13.0741
426,269,14.0542
423,294,12.9926
434,300,42.01
434,292,30.884
419,281,14.0157
430,285,28.0272
443,287,11.4527
439,286,16.553
437,285,18.0766
440,281,45.7132
431,271,12.9304
419,273,30.4239
400,302,13.76
401,300,28.4913
406,296,11.9399
419,284,35.9892
435,300,19.9569
431,296,14.162
434,291,14.5254
440,297,12.7359
442,299,27.1576
447,310,18.5258
444,305,18.2891
471,325,34.1498
374,392,18.2496
382,392,17.1589
373,392,16.061
349,387,31.8874
355,369,12.9536
341,330,11.6627
329,319,19.1237
313,312,17.4733
304,315,16.7619
305,307,17.375
301,303,30.0732
297,321,29.431
276,310,10.8088
289,322,19.2646
269,310,17.3866
255,317,18.2866
258,303,16.7324
253,310,31.0163
273,300,14.1407
302,328,28.1232
305,333,8.65129
325,346,30.5807
319,337,13.7235
321,339,27.661
306,331,18.62
305,333,49.5854
301,336,14.0678
301,336,13.3984
300,336,12.4616
291,309,26.5005
292,304,17.5467
261,292,16.3303
271,297,16.1539
284,303,31.3671
266,295,14.2418
265,290,11.506
249,266,18.7189
254,269,17.7463
260,276,16.5346
265,277,31.1602
263,273,14.3359
280,290,29.6702
231,261,12.6317
232,259,9.26801
235,282,16.9835
246,316,15.8611
253,359,29.6263
254,377,13.1964
253,408,43.0345
244,423,31.8772
250,440,14.6643
253,449,28.6095
256,453,11.5475
272,450,34.0268
256,456,32.9364
181,484,14.7809
199,480,13.9237
250,467,27.9485
351,439,18.608
456,385,17.6717
522,354,17.1503
502,355,16.1712
514,348,31.9019
555,316,12.6622
569,317,11.377
571,319,18.7165
579,358,17.7392
584,369,16.5831
581,361,15.7182
575,338,14.9859
571,309,13.8978
578,310,30.9927
573,305,10.7506
573,303,18.8779
565,293,16.967
565,305,15.689
563,305,14.9601
565,312,14.1063
567,341,12.5204
562,360,12.519
561,350,27.5184
571,344,17.7986
573,318,15.9805
569,325,14.6058
568,327,13.6648
571,337,17.7218
570,346,11.6588
566,339,18.7336
574,330,18.0411
584,322,34.0233
580,319,14.7605
578,316,13.3363
601,300,12.9102
578,312,11.9084
574,312,18.5783
529,317,17.8648
510,311,17.295
486,312,47.2465
379,304,16.9086
330,289,11.5858
315,285,18.9203
248,324,18.1828
246,331,17.0023
256,329,15.8791
256,317,30.3166
155,356,29.3083
164,354,10.6439
165,351,17.7336
172,355,16.341
192,345,15.6896
215,331,14.8709
213,283,13.6096
212,269,12.8088
170,237,12.0692
203,269,27.6408
206,271,16.7493
240,281,15.3892
223,267,14.7489
233,264,13.9849
270,275,27.8467
282,274,19.5228
295,278,17.9382
310,280,33.9973
278,306,14.5447
279,317,13.7243
291,314,13.0972
257,328,11.4018
280,318,18.7123
294,313,17.6379
272,333,16.1914
294,332,16.1822
