x, y, time_span
477,522,33.5599
492,511,16.2237
487,509,15.2686
485,491,30.0315
417,506,11.858
397,509,33.6642
352,535,16.7784
364,483,31.9497
372,457,13.6843
358,478,13.1731
361,413,12.6182
380,457,12.5753
383,448,9.24287
387,461,16.4823
397,472,15.7466
396,452,14.2732
410,455,29.7558
428,469,11.3869
450,496,20.5033
465,498,10.7955
480,478,17.8109
472,478,15.4882
470,480,14.7593
462,479,13.3684
440,497,12.5129
425,508,27.4388
409,537,17.6215
407,527,16.9426
420,494,16.0868
416,485,15.8009
493,495,28.1724
475,495,12.5652
491,496,11.584
459,500,34.7878
398,498,16.516
525,414,14.5961
536,405,14.5189
520,415,13.9303
526,395,11.481
521,391,18.6242
480,411,17.9681
434,405,16.1717
418,456,31.5659
417,450,13.2465
408,460,12.9906
396,472,12.4063
407,468,10.7276
403,461,17.7541
398,466,16.796
444,424,15.2169
425,436,14.8387
450,411,29.4139
447,424,11.7583
437,494,18.7972
452,461,18.6542
446,469,17.6054
445,469,15.8826
455,461,14.3173
440,467,13.5811
432,468,12.4618
448,462,27.3158
452,468,17.7619
460,441,16.782
442,463,16.37
430,478,16.458
426,439,13.0609
425,441,13.1562
418,444,11.6122
408,459,18.3128
387,478,33.8946
437,454,15.4051
433,465,15.2707
419,493,14.7445
428,480,13.1368
419,476,11.7484
413,478,18.745
421,439,17.3982
415,441,16.792
425,423,31.333
429,430,13.8437
409,477,12.9224
409,485,11.8719
413,485,19.6707
412,491,17.7898
483,486,16.3321
474,486,15.658
475,485,14.6721
446,488,29.828
448,515,11.7229
450,516,18.5057
446,495,18.937
444,482,18.0046
455,462,15.2328
457,454,14.7177
451,461,13.5133
450,453,12.2845
447,448,27.7838
453,432,17.4332
447,428,17.1239
445,439,16.3882
442,446,14.6269
443,459,13.5076
443,467,12.6731
458,444,11.3767
445,445,18.4626
436,444,33.0134
428,450,16.2798
421,475,15.1883
421,458,14.1075
416,479,13.849
420,481,11.4997
420,437,18.3145
423,446,17.5185
427,444,16.6074
434,451,31.659
440,465,13.7258
455,469,12.6899
448,466,12.3707
450,472,12.4364
472,457,9.23569
465,466,16.6137
468,466,15.695
465,473,14.2202
471,477,29.5412
471,459,14.153
469,468,10.9536
483,489,18.4334
487,491,17.3132
468,484,15.6948
446,497,14.7025
441,494,13.6396
432,496,12.9201
428,477,27.2169
435,471,17.6994
468,436,16.9081
483,415,16.0167
496,394,15.9977
491,409,13.7956
499,400,12.1579
477,420,11.6001
475,421,18.7327
461,439,33.8129
457,444,15.6385
453,445,14.544
414,490,14.7876
400,504,13.8624
442,442,11.1933
454,441,18.5854
457,470,17.5811
482,478,16.4451
486,488,31.4509
492,481,13.1983
467,501,13.6767
459,506,12.7802
490,489,11.3606
489,497,17.6511
493,485,16.7593
488,462,15.1473
490,454,14.6104
463,382,29.3759
462,394,11.4872
444,441,19.0089
445,416,17.914
447,413,17.9395
446,416,15.9554
446,405,14.2626
447,411,13.7287
441,421,12.7138
441,409,27.9565
436,454,17.9955
427,486,16.6209
445,456,16.8867
435,471,15.7738
451,461,14.0032
432,471,12.5216
440,470,11.6777
454,462,18.5378
447,470,33.5838
476,444,15.5506
469,473,15.3879
469,477,14.9986
479,468,13.8981
466,459,13.0465
463,459,10.7896
474,444,17.6288
468,459,16.8468
470,450,31.7864
481,458,13.7356
472,469,13.0461
340,233,12.9955
342,238,11.9801
345,243,35.1078
349,250,18.3832
351,252,16.0771
351,252,15.4624
337,216,13.9167
337,214,13.0702
338,213,12.1767
339,216,11.8468
344,224,17.6293
344,218,32.881
351,234,14.8187
349,233,14.4828
342,237,15.4308
339,249,11.4735
342,260,19.2984
346,274,19.5912
